tag_id,subloc_sequence,loc_code,detection_counts,dwell_times
989.001041919522,"[1.0, 1.0, 0.0]","['22', '202', '201']","[6, 2, 2]","[1830.35, 0.0, 0.0]"
989.001041919538,[1.0],['202'],[1],[0.0]
989.001041919542,[1.0],['22'],[2],[0.0]
989.001041919545,"[1.0, 0.0]","['202', '201']","[5, 1]","[1181727.91, 0.0]"
989.001041919605,"[1.0, 0.0]","['202', '201']","[2, 1]","[1.02, 0.0]"
989.001041919608,"[nan, 0.0]","['232', '231']","[1, 1]","[0.0, 0.0]"
989.001041919732,"[1.0, 1.0, nan, 0.0]","['22', '202', '232', '231']","[32, 1, 1, 1]","[54604.93, 0.0, 0.0, 0.0]"
989.001041919774,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[6, 2, 1, 1]","[808.66, 0.0, 0.0, 0.0]"
989.001041989355,[1.0],['302'],[4],[0.0]
989.00104198967,[1.0],['302'],[10],[249.98]
989.001041990295,"[1.0, 0.0]","['302', '301']","[2, 2]","[0.0, 0.0]"
989.001041990408,[1.0],['302'],[5],[0.0]
989.00104199122,[1.0],['302'],[15],[232.28]
989.001041991359,[1.0],['302'],[2],[0.0]
989.001041991377,[1.0],['302'],[3],[0.0]
989.001041991995,[1.0],['302'],[2],[0.0]
989.001041992147,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '301', '302', '301', '302', '301', '302']","[5, 10, 5, 15, 10, 10, 30, 60]","[0.0, 82.23, 0.0, 411.94, 239.97, 777.22, 1086.07, 76891.25]"
989.001041992157,[1.0],['302'],[110],[68994.39]
989.001041992367,"[1.0, 0.0]","['302', '301']","[8, 8]","[3026.32, 36.66]"
989.001041992418,[1.0],['302'],[28],[16984.29]
989.001041993175,"[0.0, 1.0, 0.0]","['301', '302', '301']","[7, 9, 6]","[0.0, 2134.22, 47.72]"
989.00104199327,"[1.0, 0.0]","['302', '301']","[56, 4]","[12003.97, 0.0]"
989.00104199351,[0.0],['301'],[2],[0.0]
989.001041993767,"[1.0, 0.0]","['302', '301']","[5, 5]","[0.0, 0.0]"
989.001041994227,[1.0],['302'],[75],[70428.66]
989.001041995077,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['921', '922', '922', '921', '922', '9A', '9B', '9A', '922', '921', '922', '921', '922']","[4, 60, 24, 206, 1, 1, 2, 1, 1, 4, 1, 3, 4]","[0.0, 37891.87, 17046.33, 1191874.88, 0.0, 0.0, 13526.37, 0.0, 0.0, 139632.57, 0.0, 27418.06, 0.0]"
989.001041995429,"[nan, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['91', '921', '922', '921', '922', '921', '922']","[2, 14, 14, 330, 12, 312, 6]","[0.0, 5620.62, 8163.07, 41242.96, 3822.7, 109590.11, 0.0]"
989.001041997138,[0.0],['922'],[12],[599.57]
989.001041998845,[0.0],['922'],[4],[0.0]
989.001041998979,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['921', '922', '9A', '9B', '9A', '922', '921', '922', '921', '922']","[4, 4, 1, 2, 1, 14, 7, 14, 14, 13]","[0.0, 0.0, 0.0, 185738.29, 0.0, 341.93, 0.0, 72475.01, 546.89, 131499.81]"
989.001041999238,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[20, 8, 6, 6]","[283.32, 1864.0, 0.0, 0.0]"
989.001041999297,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301']","[136, 12, 12, 4, 32, 4]","[974442.84, 70.88, 703854.69, 0.0, 103308.69, 0.0]"
989.001041999616,"[0.0, 1.0]","['301', '302']","[10, 47]","[296.55, 690352.91]"
989.00104199971,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301']","[5, 20, 20, 15, 35, 12]","[0.0, 301.15, 19587.43, 551.51, 1172299.86, 296.03]"
989.001041999748,"[1.0, 0.0]","['302', '301']","[148, 5]","[1551937.13, 0.0]"
989.001041999776,[1.0],['302'],[12],[104.01]
989.001041999787,"[1.0, 0.0, 1.0]","['302', '301', '302']","[45, 5, 40]","[23492.29, 0.0, 2260.24]"
989.001041999814,"[1.0, 0.0]","['302', '301']","[72, 4]","[89807.03, 0.0]"
989.001041999833,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[25, 5, 67, 18]","[2076.61, 0.0, 1102094.74, 309.08]"
989.001041999936,[1.0],['302'],[18],[82.39]
989.001041999991,[1.0],['302'],[93],[2093595.97]
989.001042000034,"[1.0, 0.0]","['302', '301']","[97, 36]","[1146711.84, 573.09]"
989.001042000039,"[1.0, 0.0]","['302', '301']","[12, 4]","[298.38, 0.0]"
989.001042000055,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301', '302', '301']","[60, 12, 54, 24, 54, 12, 72, 12]","[1546.95, 404.58, 5335.08, 2125.36, 2306.79, 220.5, 96599.9, 420.4]"
989.001042000061,[1.0],['302'],[70],[1025368.39]
989.001042000158,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[4, 8, 8, 8]","[0.0, 70.05, 124.39, 274.64]"
989.001042000272,[1.0],['302'],[16],[1726.98]
989.001042000277,[1.0],['202'],[16],[72040.68]
989.001042000356,"[1.0, 0.0, 1.0]","['302', '301', '302']","[37, 5, 5]","[2047605.03, 0.0, 0.0]"
989.001042000368,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","['302', '301', '302', '301', '302', '301', '302', '302', '301', '301']","[138, 44, 20, 4, 32, 4, 44, 3, 3, 9]","[1754680.68, 2067.98, 3202.4, 0.0, 17566.95, 0.0, 12224.44, 0.0, 0.0, 418.45]"
989.001042000628,"[1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '302', '301', '302']","[25, 10, 5, 5, 25]","[1062.9, 280.27, 0.0, 0.0, 657.47]"
989.001042000666,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301']","[30, 6, 57, 5, 9, 4]","[36113.82, 0.0, 478597.33, 0.0, 825966.08, 0.0]"
989.001042000688,"[1.0, 0.0]","['302', '301']","[20, 4]","[1228.08, 0.0]"
989.001042000734,"[1.0, 0.0, 1.0]","['302', '301', '302']","[20, 6, 6]","[185048.97, 0.0, 0.0]"
989.001042000875,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[20, 4, 128, 4]","[501133.77, 0.0, 138059.87, 0.0]"
989.001042000986,"[1.0, 0.0, 1.0]","['302', '301', '302']","[4, 4, 8]","[0.0, 0.0, 51.1]"
989.001042001172,"[1.0, 0.0]","['302', '301']","[140, 4]","[773076.01, 0.0]"
989.001042001291,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[4, 12, 8, 4]","[0.0, 202.98, 79138.1, 0.0]"
989.001042001331,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '302', '301', '302', '301', '302']","[40, 54, 6, 12, 24, 6, 5]","[846833.86, 2356.49, 0.0, 201.67, 280.91, 0.0, 0.0]"
989.001042001338,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301']","[5, 5, 30, 10, 59, 6]","[0.0, 0.0, 744.94, 10.74, 1077488.3, 0.0]"
989.001042001566,[1.0],['302'],[5],[0.0]
989.001042001596,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042001701,[1.0],['302'],[65],[25310.49]
989.001042001822,"[1.0, 0.0, 1.0]","['302', '301', '302']","[56, 8, 4]","[325360.83, 813.66, 0.0]"
989.001042001843,[1.0],['302'],[72],[2043008.07]
989.001042001974,"[1.0, 0.0, 1.0]","['302', '301', '302']","[16, 20, 84]","[2.53, 2330952.75, 75295.29]"
989.001042002013,"[1.0, 0.0]","['302', '301']","[36, 15]","[4197.63, 53.35]"
989.001042002186,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301', '302', '301', '302', '301']","[12, 6, 12, 12, 74, 5, 15, 20, 40, 15]","[3842.76, 0.0, 341.29, 71.94, 1748315.37, 0.0, 56112.81, 110.22, 173923.97, 575.85]"
989.001042002272,"[1.0, 0.0]","['302', '301']","[22, 4]","[75797237.82, 0.0]"
989.001042002312,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '302', '301', '302', '301', '302', '301', '302', '301', '302']","[4, 8, 8, 8, 36, 8, 32, 4, 8, 12, 48]","[0.0, 87.83, 5244.1, 157.51, 73225.59, 144.68, 92630.55, 0.0, 490.48, 172.55, 28209.45]"
989.001042002343,[1.0],['302'],[64],[4392888.46]
989.001042002346,"[1.0, 0.0, 1.0, 1.0, 0.0]","['302', '301', '302', '302', '301']","[10, 5, 30, 35, 15]","[293.98, 0.0, 1861.34, 1680.17, 60.58]"
989.001042002433,"[1.0, 0.0]","['302', '301']","[56, 8]","[7169.53, 885750.51]"
989.001042002799,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301']","[5, 5, 50, 20, 11, 36]","[0.0, 0.0, 6102.88, 1253.64, 1174461.66, 2081.56]"
989.001042002877,[1.0],['302'],[36],[74621.7]
989.001042002891,"[1.0, 0.0, 1.0, 1.0]","['302', '301', '302', '302']","[79, 4, 16, 8]","[1252577.29, 0.0, 2646.35, 245.03]"
989.00104200291,"[1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '302', '301', '302']","[8, 4, 52, 4, 4]","[6152.01, 0.0, 268522.6, 0.0, 0.0]"
989.00104200299,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[16, 4, 36, 4]","[47177.09, 0.0, 409599.58, 0.0]"
989.001042003023,"[1.0, 0.0]","['302', '301']","[39, 18]","[1802874.87, 204.75]"
989.00104200303,[1.0],['302'],[48],[76547.57]
989.001042003095,"[1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '302', '301', '302']","[35, 10, 25, 5, 10]","[979.63, 19.68, 1399.05, 0.0, 153.08]"
989.001042003102,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","['302', '301', '302', '302', '301', '302']","[20, 5, 10, 70, 10, 10]","[423.14, 0.0, 305.07, 2607.77, 33.92, 197.48]"
989.001042003135,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[2, 4, 1, 1]","[0.0, 72.16, 0.0, 0.0]"
989.001042003136,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301', '302', '301']","[8, 8, 36, 7, 36, 6]","[0.0, 0.0, 1169834.83, 0.0, 132156.53, 0.0]"
989.001042003214,[1.0],['302'],[64],[139457.26]
989.001042003427,"[0.0, 1.0, 0.0]","['301', '302', '301']","[6, 240, 4]","[0.0, 73552722.82, 0.0]"
989.001042003434,"[1.0, 0.0, 1.0, 0.0, 1.0]","['302', '301', '302', '301', '302']","[15, 5, 10, 10, 15]","[366.37, 0.0, 63.66, 8.08, 220.4]"
989.001042003496,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[18, 6, 167, 5]","[618.81, 0.0, 1272731.61, 0.0]"
989.001042003556,"[1.0, 0.0]","['302', '301']","[24, 6]","[1584.46, 0.0]"
989.001042003678,[1.0],['302'],[164],[230445.43]
989.001042003716,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","['302', '301', '302', '301', '302', '301', '302', '302']","[5, 5, 15, 10, 20, 5, 20, 20]","[0.0, 0.0, 301.22, 115.82, 1088.46, 0.0, 20765.08, 470.28]"
989.001042003717,"[0.0, 1.0]","['301', '302']","[1116, 88673]","[47624.08, 6585339.55]"
989.001042003769,"[0.0, 1.0, 0.0]","['301', '302', '301']","[7, 5, 5]","[0.0, 0.0, 0.0]"
989.001042003785,"[1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","['302', '301', '302', '301', '302', '302']","[25, 20, 5, 5, 15, 35]","[15508.23, 2415.78, 0.0, 0.0, 4797.66, 223444.87]"
989.00104200391,"[0.0, 1.0, 0.0]","['301', '302', '301']","[7, 24, 4]","[0.0, 170571.63, 0.0]"
989.001042003948,"[1.0, 0.0]","['302', '301']","[20, 5]","[4090.69, 0.0]"
989.001042004005,"[1.0, 0.0]","['302', '301']","[45, 5]","[67221.7, 0.0]"
989.001042004031,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[24, 8, 4, 12]","[2138.56, 14.0, 0.0, 469.7]"
989.001042004061,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[86, 20, 10, 5]","[1564342.99, 368.24, 2335.79, 0.0]"
989.001042004069,[1.0],['302'],[22],[798367.49]
989.001042004107,"[1.0, 0.0]","['302', '301']","[5, 3]","[0.0, 0.0]"
989.001042004225,[1.0],['302'],[60],[271562.7]
989.001042004325,"[1.0, 0.0, 1.0]","['202', '201', '233']","[2, 2, 1]","[0.0, 0.0, 0.0]"
989.001042004508,"[1.0, 0.0]","['401', '402']","[1, 1]","[0.0, 0.0]"
989.001042004523,"[0.0, 1.0]","['402', '401']","[2, 6]","[0.0, 0.0]"
989.001042004553,[1.0],['401'],[8],[0.0]
989.001042004563,[nan],['44'],[29],[535625.2]
989.001042004587,"[1.0, 0.0, 1.0, 0.0]","['401', '402', '401', '402']","[4, 2, 4, 6]","[29016.89, 0.0, 1925.9, 19602483.52]"
989.001042004593,"[0.0, 1.0]","['402', '401']","[4, 4]","[0.0, 0.0]"
989.001042004597,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['402', '401', '402', '401', '402', '401', '402']","[2, 2, 2, 13, 26, 20, 6]","[0.0, 0.0, 0.0, 0.0, 1628.08, 9505309.45, 510093.85]"
989.001042004601,[nan],['44'],[20],[2050336.05]
989.001042004604,"[1.0, 0.0]","['302', '301']","[5, 5]","[0.0, 0.0]"
989.001042004609,[nan],['44'],[14],[1222708.56]
989.001042004624,[nan],['44'],[16],[1922801.65]
989.001042004626,[1.0],['401'],[5],[0.0]
989.001042004631,[nan],['44'],[9],[281.49]
989.00104200464,[1.0],['302'],[32],[63621.84]
989.001042004737,"[1.0, 0.0]","['701', '702']","[6, 6]","[0.0, 0.0]"
989.001042004757,[1.0],['701'],[7],[0.0]
989.001042004764,[1.0],['701'],[15],[437014.56]
989.001042004768,[0.0],['702'],[1962],[4292940.45]
989.001042004777,[0.0],['71'],[8],[0.0]
989.001042004788,[0.0],['71'],[2],[0.0]
989.001042004806,[1.0],['701'],[7],[0.0]
989.001042004828,[1.0],['701'],[8],[0.0]
989.001042004849,[nan],['45'],[8001],[2572004.08]
989.00104200485,[nan],['44'],[20],[365.39]
989.001042004854,[0.0],['402'],[4],[0.0]
989.001042004869,[nan],['44'],[4],[0.0]
989.001042004875,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['401', '402', '401', '402', '401', '402', '401', '402', '401']","[10, 10, 28, 9, 18, 9, 36, 42, 10]","[0.0, 0.0, 222538.47, 0.0, 148439.92, 0.0, 365731.09, 287857.58, 14751792.31]"
989.001042004888,[nan],['44'],[4],[0.0]
989.001042004921,[nan],['44'],[18],[1285187.54]
989.001042004929,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['402', '401', '402', '401', '402', '401', '402', '401', '402', '401']","[2, 20, 9, 18, 9, 106, 8, 265, 7, 7]","[0.0, 12540056.33, 0.0, 4.62, 0.0, 169680.8, 0.0, 531209.46, 0.0, 0.0]"
989.001042004939,[nan],['41'],[4],[0.0]
989.00104200495,"[0.0, 1.0, 0.0]","['402', '401', '402']","[6, 3, 3]","[16883.86, 0.0, 0.0]"
989.001042004959,[0.0],['402'],[10],[2.67]
989.001042004962,"[0.0, 1.0, nan]","['402', '401', '41']","[4, 4, 20]","[0.0, 0.0, 21291.06]"
989.001042004966,[0.0],['402'],[4],[0.0]
989.001042004997,"[0.0, 1.0]","['402', '401']","[5, 5]","[0.0, 0.0]"
989.001042005035,"[1.0, 0.0]","['401', '402']","[6, 6]","[0.0, 0.0]"
989.001042005102,"[0.0, nan]","['402', '41']","[15, 8]","[242.14, 73.71]"
989.001042005114,"[0.0, 1.0, 0.0]","['402', '401', '402']","[4, 6, 6]","[0.0, 0.0, 0.0]"
989.001042005119,[1.0],['501'],[28],[154280.47]
989.001042005125,[0.0],['402'],[5],[0.0]
989.001042005137,"[1.0, nan, 0.0]","['202', '232', '231']","[1, 1, 1]","[0.0, 0.0, 0.0]"
989.001042005195,"[1.0, nan, 0.0]","['202', '232', '231']","[1, 1, 1]","[0.0, 0.0, 0.0]"
989.001042005318,"[0.0, 0.0]","['702', '71']","[6, 18]","[60.03, 166.04]"
989.001042005348,[nan],['44'],[24],[420.35]
989.001042005365,"[0.0, 1.0, 0.0, nan, 0.0]","['402', '401', '402', '92', '402']","[2, 4, 172870, 2, 100375]","[181.5, 1437.19, 36973679.04, 0.0, 8259106.97]"
989.001042005396,[nan],['44'],[24],[448.61]
989.001042005405,"[nan, nan]","['44', '41']","[5, 2]","[273542.15, 0.0]"
989.001042005416,[nan],['44'],[4],[192.86]
989.001042005437,[nan],['44'],[3],[0.0]
989.001042005458,"[0.0, 1.0, 0.0, 1.0, 0.0]","['402', '401', '402', '401', '402']","[2, 2, 11, 3, 3]","[0.0, 0.0, 566381.45, 0.0, 0.0]"
989.00104200546,[nan],['44'],[9],[895.29]
989.001042005497,"[0.0, nan]","['402', '44']","[7, 2]","[0.0, 0.0]"
989.001042005511,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, nan]","['401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '44']","[4, 28, 2, 12, 20, 4, 2, 2, 2, 4, 6, 2, 4, 2, 31]","[225.4, 21702.61, 0.0, 5495.74, 2729.01, 40102.98, 0.0, 0.0, 0.0, 15050.0, 1671.44, 0.0, 69.94, 0.0, 1254337.57]"
989.001042005593,[1.0],['401'],[18],[470.36]
989.001042005595,[1.0],['401'],[6],[0.0]
989.001042040767,"[nan, 0.0]","['232', '231']","[1, 1]","[0.0, 0.0]"
989.001042040788,"[1.0, nan, 0.0]","['202', '232', '231']","[2, 2, 1]","[0.0, 138.6, 0.0]"
989.001042040794,"[1.0, 1.0, 0.0, nan, 0.0]","['22', '202', '201', '232', '231']","[2, 1, 1, 1, 3]","[0.0, 0.0, 0.0, 0.0, 231.27]"
989.0010420408,"[1.0, nan, 0.0]","['202', '232', '231']","[1, 1, 2]","[0.0, 0.0, 157.78]"
989.001042040838,"[1.0, nan, 0.0]","['202', '232', '231']","[2, 1, 2]","[0.0, 0.0, 48.04]"
989.001042040856,"[0.0, 1.0, 1.0, 0.0]","['201', '501', '5A', '5B']","[1, 5, 8, 8]","[0.0, 0.0, 0.0, 0.0]"
989.001042040881,"[1.0, 0.0]","['202', '201']","[2, 2]","[0.0, 0.0]"
989.001042040889,"[1.0, 1.0, nan, 0.0]","['22', '202', '232', '231']","[2, 2, 2, 4]","[0.0, 0.0, 0.0, 351.74]"
989.001042040927,"[1.0, 0.0]","['202', '201']","[8, 4]","[111.37, 0.0]"
989.001042040932,[1.0],['302'],[8],[1105.43]
989.001042040957,"[1.0, 1.0, nan, 0.0]","['21', '202', '232', '231']","[1, 16, 1, 1]","[0.0, 269.46, 0.0, 0.0]"
989.00104204101,"[1.0, 0.0]","['202', '201']","[25, 1]","[1247240.88, 0.0]"
989.001042041013,"[1.0, nan, 0.0]","['202', '232', '231']","[1, 1, 1]","[0.0, 0.0, 0.0]"
989.001042041039,"[1.0, 1.0, nan, 0.0]","['21', '202', '232', '231']","[1, 3, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042041072,[1.0],['21'],[1],[0.0]
989.001042041145,"[1.0, 0.0]","['202', '201']","[2, 2]","[0.0, 0.0]"
989.001042041163,"[nan, 0.0]","['232', '231']","[1, 3]","[0.0, 140.34]"
989.001042041372,"[1.0, 1.0, 0.0]","['21', '202', '201']","[2, 16, 1]","[49151.23, 2189680.45, 0.0]"
989.001042041379,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[2, 2, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042041384,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001042041391,"[1.0, 1.0, 0.0]","['202', '11', '12']","[1, 11, 11]","[0.0, 0.0, 0.0]"
989.001042041413,"[0.0, 1.0, 0.0, nan, 0.0]","['201', '202', '201', '232', '231']","[1, 8, 4, 2, 34]","[0.0, 1003.46, 0.0, 0.0, 1646.08]"
989.001042041428,"[nan, 0.0, 0.0]","['232', '231', '231']","[2, 4, 4]","[0.0, 582.01, 313.28]"
989.00104204143,"[0.0, 1.0, 0.0, 1.0, 0.0]","['201', '202', '201', '202', '201']","[2, 2, 4, 4, 4]","[469.12, 0.0, 5467.79, 19843.28, 193.1]"
989.001042041471,"[1.0, 1.0, 0.0, nan, 0.0]","['21', '202', '201', '232', '231']","[2, 2, 2, 4, 2]","[0.0, 0.0, 0.0, 179.02, 405.1]"
989.001042041502,"[1.0, 0.0]","['202', '201']","[18, 2]","[17276.8, 0.0]"
989.001042041532,"[1.0, 1.0]","['21', '202']","[3, 8]","[9489.99, 2172.67]"
989.0010420416,"[1.0, 0.0, 1.0]","['202', '201', '233']","[2, 4, 1]","[0.0, 65.22, 0.0]"
989.001042041702,"[1.0, 0.0, 1.0]","['202', '201', '233']","[2, 2, 1]","[0.0, 0.0, 0.0]"
989.001042041705,"[0.0, 1.0, 0.0, nan, 0.0]","['201', '202', '201', '232', '231']","[1, 1, 1, 1, 2]","[0.0, 0.0, 0.0, 0.0, 116.76]"
989.001042041749,"[1.0, 1.0, 1.0]","['21', '202', '233']","[1, 86, 1]","[0.0, 1137301.06, 0.0]"
989.00104204176,"[1.0, 1.0, 0.0]","['22', '202', '201']","[2, 9, 1]","[0.0, 893025.21, 0.0]"
989.001042041833,[0.0],['201'],[2],[0.0]
989.001042041836,"[1.0, 0.0]","['202', '201']","[9, 3]","[5264.74, 0.0]"
989.00104204184,"[1.0, 1.0, nan, 0.0]","['21', '202', '232', '231']","[2, 3, 1, 1]","[895.82, 0.0, 0.0, 0.0]"
989.00104204185,"[0.0, 1.0, 1.0, 0.0, nan, 0.0]","['201', '21', '202', '201', '232', '231']","[1, 2, 8, 4, 1, 1]","[0.0, 1997.23, 1296.97, 0.0, 0.0, 0.0]"
989.001042041852,[1.0],['22'],[2],[0.0]
989.001042041922,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[4, 2, 1, 1]","[1248.0, 0.0, 0.0, 0.0]"
989.001042041939,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['21', '202', '201', '202', '201', '202', '201']","[1, 1, 1, 2, 2, 2, 2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
989.001042041945,"[1.0, nan, 0.0]","['202', '232', '231']","[3, 1, 2]","[287.79, 0.0, 291.0]"
989.001042042026,"[1.0, 0.0]","['202', '201']","[1, 1]","[0.0, 0.0]"
989.001042042058,[1.0],['202'],[1],[0.0]
989.001042042096,"[1.0, nan, 0.0]","['202', '232', '231']","[3, 1, 2]","[41058894.4, 0.0, 69.28]"
989.001042042136,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042042157,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042042171,"[1.0, 1.0]","['21', '202']","[1, 3]","[0.0, 0.0]"
989.001042042185,"[0.0, 1.0, nan, 0.0]","['201', '202', '232', '231']","[1, 3, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042042186,"[1.0, 0.0]","['202', '201']","[2, 4]","[0.0, 67.74]"
989.001042042271,"[1.0, 0.0, nan, 0.0]","['202', '201', '232', '231']","[2, 1, 1, 1]","[8.14, 0.0, 0.0, 0.0]"
989.001042042278,"[0.0, 1.0, 0.0, nan, 0.0, nan, 0.0]","['201', '202', '201', '232', '231', '232', '231']","[2, 4, 4, 1, 13, 2, 25]","[4052.54, 0.0, 0.0, 0.0, 1069.19, 116.97, 1771.0]"
989.001042042309,[1.0],['202'],[6],[487898.71]
989.001042042386,"[0.0, 1.0, 1.0, 0.0, nan, 0.0]","['201', '22', '202', '201', '232', '231']","[1, 2, 7, 1, 1, 1]","[0.0, 0.0, 8141.17, 0.0, 0.0, 0.0]"
989.001042042405,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['201', '202', '201', '202', '201', '202', '201']","[1, 1, 3, 1, 110, 12, 56]","[0.0, 0.0, 157106.37, 0.0, 7416219.87, 28916.87, 837156.35]"
989.001042042577,"[1.0, 1.0]","['21', '202']","[1, 4]","[0.0, 150.94]"
989.001042042627,"[0.0, 1.0]","['201', '233']","[4, 1]","[45.22, 0.0]"
989.001042042654,"[1.0, 0.0, 1.0, 0.0]","['202', '201', '202', '201']","[1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042042675,"[1.0, 0.0, 1.0]","['202', '201', '233']","[2, 2, 1]","[0.0, 0.0, 0.0]"
989.001042042691,"[1.0, 1.0, nan, 0.0]","['21', '202', '232', '231']","[1, 2, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042042739,"[1.0, 0.0]","['202', '201']","[4, 1]","[15488.35, 0.0]"
989.001042042768,"[1.0, 1.0, 0.0]","['22', '202', '201']","[2894, 1, 1]","[14151043.48, 0.0, 0.0]"
989.001042042771,[0.0],['201'],[2],[0.0]
989.001042042785,[1.0],['22'],[94],[9511688.27]
989.001042042799,[0.0],['201'],[2],[0.0]
989.001042042826,[1.0],['22'],[36],[5531379.75]
989.001042042828,"[1.0, 0.0]","['202', '201']","[3, 3]","[0.0, 0.0]"
989.001042042837,[0.0],['201'],[2],[23000.4]
989.001042042844,[1.0],['22'],[2],[0.0]
989.001042042911,"[0.0, 1.0, 0.0]","['201', '202', '201']","[1, 30, 2]","[0.0, 1369871.29, 0.0]"
989.001042042936,"[1.0, 1.0, 0.0, nan, 0.0]","['22', '202', '201', '232', '231']","[6, 11, 1, 1, 6]","[322.53, 898971.72, 0.0, 0.0, 326.45]"
989.001042042953,"[1.0, 0.0]","['202', '201']","[51, 2]","[1450852.15, 0.0]"
989.001042042971,"[0.0, 1.0, 0.0]","['201', '202', '201']","[1, 3, 3]","[0.0, 0.0, 0.0]"
989.001042043016,"[1.0, 0.0, 1.0]","['202', '201', '233']","[2, 2, 1]","[0.0, 0.0, 0.0]"
989.001042043027,"[0.0, 1.0, 1.0, 0.0, 1.0]","['12', '11', '11', '12', '11']","[3, 6, 6, 1, 1]","[0.0, 201.63, 1103.12, 0.0, 0.0]"
989.001042043042,"[1.0, 1.0, nan, 0.0]","['22', '202', '232', '231']","[2, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.001042043046,"[0.0, 1.0, nan, 0.0]","['201', '202', '232', '231']","[1, 18, 1, 1]","[0.0, 8112.08, 0.0, 0.0]"
